foundation_names,rating,verified_purchase,time_ago,shade,shade_depth,undertone,skin_type,skin_tone,eye_color,review_body,days_ago,clean_review_body
Haus Labs,5.0,No,12 h ago,500 Deep Neutral,Deep,Neutral,Sensitive,Fair,Brown,deep with neutral undertones [I received this product in exchange for my honest review] I was so happy to try this foundation ! I feel so blessed ! It’s an absolute game changer ! The coverage is amazing and you feel your skin so hydrated at the same time ! It’s so confortable to wear ! It’s light on the skin but still covering ! It smells so good too .. I think that a finaly find the best foundation ever Read more,0.5,deep with neutral undertones i received this product in exchange for my honest review i was so happy to try this foundation i feel so blessed it s an absolute game changer the coverage is amazing and you feel your skin so hydrated at the same time it s so confortable to wear it s light on the skin but still covering it smells so good too i think that a finaly find the best foundation ever read more
Haus Labs,5.0,Yes,1 d ago,,,,Sensitive,Light Medium,Blue,light medium with peach undertones Medium coverage with a lucious dewy finish. Skin looks so hydrated and natural. This is the holy grail of foundations!!!!,1.0,light medium with peach undertones medium coverage with a lucious dewy finish skin looks so hydrated and natural this is the holy grail of foundations
Haus Labs,5.0,No,2 d ago,070 Fair Neutral,Fair,Neutral,Dry,Fair,Brown,"fair with neutral undertones [I received this product in exchange for my honest review] This is the best foundation I have ever used. Firstly the bottle is beautiful, the have an incredible shade range. I have dry skin and this is so hydrating and glowy but still lasts all day. It’s magic truly. This will 100% be my go to foundation",2.0,fair with neutral undertones i received this product in exchange for my honest review this is the best foundation i have ever used firstly the bottle is beautiful the have an incredible shade range i have dry skin and this is so hydrating and glowy but still lasts all day it s magic truly this will be my go to foundation
Haus Labs,5.0,No,3 d ago,530 Deep Neutral,Deep,Neutral,Oily,Deep,Brown,deep with neutral undertones [I received this product in exchange for my honest review] This formula feels light weight yet pigmented blending effortlessly for a smooth radiant finish looks flawless both on and off camera .I love how the foundation gives buildable coverage making it perfect for everyday wear glam or full beats glam .This brand focused on clean ingredients .o didn’t expect tog to be so well blends into my skin . This is my to go foundation now …I’m obsess Read more,3.0,deep with neutral undertones i received this product in exchange for my honest review this formula feels light weight yet pigmented blending effortlessly for a smooth radiant finish looks flawless both on and off camera i love how the foundation gives buildable coverage making it perfect for everyday wear glam or full beats glam this brand focused on clean ingredients o didn t expect tog to be so well blends into my skin this is my to go foundation now i m obsess read more
Haus Labs,5.0,Yes,3 d ago,300 Medium Neutral,Medium,Neutral,Dry,Medium,Brown,medium with neutral undertones Best foundation for dry skin.Works with all primers.,3.0,medium with neutral undertones best foundation for dry skin works with all primers
MERIT Complexion and Concealer Stick,2.0,Yes,2 h ago,,,,,,,fair (cool) Concealer stick broke off after a few uses. I haven’t used it much or even rolled the product up and it broke off when I was opening the tube. I love the product itself but just disappointed it broke off after only using it a few times. times.,0.08333333333333333,fair cool concealer stick broke off after a few uses i haven t used it much or even rolled the product up and it broke off when i was opening the tube i love the product itself but just disappointed it broke off after only using it a few times times
MERIT Complexion and Concealer Stick,5.0,No,4 h ago,,,,Combination,Tan,Brown,light-medium (warm) When I want a ‘no make up’ make up day this is my favorite concealer to use. It glides on so smoothly and provide coverage. I do have to reapply through out the day but it’s an easy reapplication.,0.16666666666666666,light medium warm when i want a no make up make up day this is my favorite concealer to use it glides on so smoothly and provide coverage i do have to reapply through out the day but it s an easy reapplication
MERIT Complexion and Concealer Stick,4.0,Yes,15 h ago,,,,Combination,Medium,Brown,fair (neutral) I've tried this and I do like it but it's not a favourite. I find it dries my skin out but the coverage is really good. Everyone in my family loves it though so it's worth seeing if it works for you!,0.625,fair neutral i ve tried this and i do like it but it s not a favourite i find it dries my skin out but the coverage is really good everyone in my family loves it though so it s worth seeing if it works for you
MERIT Complexion and Concealer Stick,3.0,Yes,1 d ago,,,,Combination,Light,Brown,"fair (cool) Went to Sephora looking for a concealer for mainly under the eyes. The sales person recommended this and applied it using a dry sponge. The color was a good match so I purchased it. I liked that it could be used as a foundation as well. Unfortunately a short time after leaving the store, the concealer was already creasing. After using it for about 2 weeks, without success, I had to return it. No matter what I used to prep my skin or to set it with powder, this product settled into every line under my eyes and anywhere else I used it on my face. My skin is not dry or oily; I moisturize and use sunscreen every day, and I tried multiple sunscreens. Read more",1.0,fair cool went to sephora looking for a concealer for mainly under the eyes the sales person recommended this and applied it using a dry sponge the color was a good match so i purchased it i liked that it could be used as a foundation as well unfortunately a short time after leaving the store the concealer was already creasing after using it for about weeks without success i had to return it no matter what i used to prep my skin or to set it with powder this product settled into every line under my eyes and anywhere else i used it on my face my skin is not dry or oily i moisturize and use sunscreen every day and i tried multiple sunscreens read more
MERIT Complexion and Concealer Stick,4.0,No,1 d ago,,,,Normal,Fair,Blue,"light (neutral) When first applying in the morning, it doesn't immediately disappear or blend, and doesn't cover all the skin like foundation. So it's almost hard to figure, but then it does blend in, and you can add a bit more for coverage. For a day you want a little smoothing/support with a tint, but not a full face of makeup, this is ideal. Feels light, and just what I'd reach for. Read more",1.0,light neutral when first applying in the morning it doesn t immediately disappear or blend and doesn t cover all the skin like foundation so it s almost hard to figure but then it does blend in and you can add a bit more for coverage for a day you want a little smoothing support with a tint but not a full face of makeup this is ideal feels light and just what i d reach for read more
MERIT Complexion and Concealer Stick,5.0,No,1 d ago,,,,Combination,Light Medium,Brown,fair-light (neutral) My first time trying this and I'm impressed! I keep seeing people rave about this product and now I get why. Gives great coverage but doesn't feel heavy or cakey on the skin. Perfect for touch ups too!,1.0,fair light neutral my first time trying this and i m impressed i keep seeing people rave about this product and now i get why gives great coverage but doesn t feel heavy or cakey on the skin perfect for touch ups too
MERIT Complexion and Concealer Stick,,No,7 d ago,,,,,,,"Q: Is this product fragrance free? Asked 7 d ago A: Yes it has no additional fragrance but I do find it has a slight dull chemical smell, nothing terrible though Answered 5 d ago by ASHA89",7.0,q is this product fragrance free asked d ago a yes it has no additional fragrance but i do find it has a slight dull chemical smell nothing terrible though answered d ago by asha
MERIT Complexion and Concealer Stick,,No,5 d ago,,,,,,,"A: Yes it has no additional fragrance but I do find it has a slight dull chemical smell, nothing terrible though Answered 5 d ago by ASHA89",5.0,a yes it has no additional fragrance but i do find it has a slight dull chemical smell nothing terrible though answered d ago by asha
MERIT Complexion and Concealer Stick,,No,5 d ago,,,,,,,"Yes it has no additional fragrance but I do find it has a slight dull chemical smell, nothing terrible though Answered 5 d ago by ASHA89",5.0,yes it has no additional fragrance but i do find it has a slight dull chemical smell nothing terrible though answered d ago by asha
MERIT Complexion and Concealer Stick,3.0,Yes,10 h ago,,,,Sensitive,Light,Green,"fair (cool) I really like this product, but I would not buy it again simply because of the packaging. I do not understand how can a product just FLY OUT of its tube just by opening it up. The cap is very tight and considering you have to open it slowly so stuff won’t FLY OUT, you’ll bump the cap on the product itself and make a huge mess. Terrible. Product is good though, I’d recommend moisturizing first, otherwise it could look kinda dry. Such a bummer, if it weren’t for the package, I’d re-buy it for sure. Read more",0.4166666666666667,fair cool i really like this product but i would not buy it again simply because of the packaging i do not understand how can a product just fly out of its tube just by opening it up the cap is very tight and considering you have to open it slowly so stuff won t fly out you ll bump the cap on the product itself and make a huge mess terrible product is good though i d recommend moisturizing first otherwise it could look kinda dry such a bummer if it weren t for the package i d re buy it for sure read more
